,Unnamed: 0,date,event,map,team_1,team_2
3523,3523.0,26/8/22,BLAST Premier Fall Groups 2022,['Mirage'],Ninjas in Pyjamas (17),Liquid (19)
3524,3524.0,26/8/22,BLAST Premier Fall Groups 2022,['Overpass'],Liquid (16),Ninjas in Pyjamas (13)
3525,3525.0,26/8/22,CCT South America Series 1,['Dust2'],paiN (16),Daotsu (14)
3526,3526.0,26/8/22,CCT South America Series 1,['Nuke'],Daotsu (3),paiN (16)
3527,3527.0,26/8/22,CCT Central Europe Series 1,['Ancient'],KOVA (16),EYEBALLERS (8)
3528,3528.0,26/8/22,CCT Central Europe Series 1,['Inferno'],KOVA (16),EYEBALLERS (11)
3529,3529.0,26/8/22,CCT Central Europe Series 1,['Vertigo'],EYEBALLERS (16),KOVA (1)
3530,3530.0,25/8/22,CCT South America Series 1,['Nuke'],SWS (6),00NATION (16)
3531,3531.0,25/8/22,CCT South America Series 1,['Inferno'],00NATION (16),SWS (6)
3532,3532.0,25/8/22,CCT Central Europe Series 1,['Nuke'],Tricked (22),Monte (19)
3533,3533.0,25/8/22,CCT Central Europe Series 1,['Vertigo'],Monte (12),Tricked (16)
3534,3534.0,25/8/22,CCT Central Europe Series 1,['Mirage'],Tricked (4),Monte (16)
3535,3535.0,25/8/22,CCT South America Series 1,['Ancient'],The Union (12),Fluxo (16)
3536,3536.0,25/8/22,CCT South America Series 1,['Vertigo'],The Union (16),Fluxo (3)
3537,3537.0,25/8/22,CCT South America Series 1,['Inferno'],Fluxo (16),The Union (3)
3538,3538.0,25/8/22,BLAST Premier Fall Groups 2022,['Inferno'],Ninjas in Pyjamas (16),Evil Geniuses (11)
3539,3539.0,25/8/22,BLAST Premier Fall Groups 2022,['Overpass'],Evil Geniuses (16),Ninjas in Pyjamas (7)
3540,3540.0,25/8/22,BLAST Premier Fall Groups 2022,['Nuke'],Ninjas in Pyjamas (16),Evil Geniuses (7)
3541,3541.0,25/8/22,Elisa Invitational Fall 2022 Contenders,['Vertigo'],Into the Breach (16),B8 (6)
3542,3542.0,25/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],B8 (8),Into the Breach (16)
3543,3543.0,25/8/22,CCT Central Europe Series 1,['Dust2'],PALOMA (9),SKADE (16)
3544,3544.0,25/8/22,CCT Central Europe Series 1,['Ancient'],SKADE (16),PALOMA (7)
3545,3545.0,25/8/22,CCT Central Europe Series 1,['Mirage'],Illuminar (4),ECLOT (16)
3546,3546.0,25/8/22,CCT Central Europe Series 1,['Dust2'],ECLOT (19),Illuminar (17)
3547,3547.0,25/8/22,ESL Challenger League Season 42 North America,['Ancient'],timbermen (10),Squirtle Squad (16)
3548,3548.0,25/8/22,ESL Challenger League Season 42 North America,['Vertigo'],Squirtle Squad (16),timbermen (3)
3549,3549.0,24/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],ECSTATIC (16),HEET (11)
3550,3550.0,24/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Vertigo'],Eternal Fire (16),Sangal (10)
3551,3551.0,24/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Nuke'],Entropiq (9),HEET (16)
3552,3552.0,24/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Inferno'],B8 (2),Sangal (16)
3553,3553.0,24/8/22,CCT Central Europe Series 1,['Dust2'],Sampi (14),Beyond Possible (16)
3554,3554.0,24/8/22,CCT Central Europe Series 1,['Overpass'],Beyond Possible (9),Sampi (16)
3555,3555.0,24/8/22,CCT Central Europe Series 1,['Inferno'],Sampi (20),Beyond Possible (22)
3556,3556.0,24/8/22,CCT Central Europe Series 1,['Mirage'],SC (16),EYEBALLERS (12)
3557,3557.0,24/8/22,CCT Central Europe Series 1,['Inferno'],SC (16),EYEBALLERS (9)
3558,3558.0,24/8/22,CCT Central Europe Series 1,['Dust2'],EYEBALLERS (16),SC (11)
3559,3559.0,24/8/22,CCT South America Series 1,['Dust2'],SWS (16),River Plate (10)
3560,3560.0,24/8/22,CCT South America Series 1,['Inferno'],River Plate (8),SWS (16)
3561,3561.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Overpass'],los kogutos (9),FANTASY (16)
3562,3562.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Nuke'],FANTASY (16),los kogutos (13)
3563,3563.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Mirage'],los kogutos (16),FANTASY (6)
3564,3564.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Inferno'],HEET (14),B8 (16)
3565,3565.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],B8 (16),HEET (14)
3566,3566.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Overpass'],1PIN (17),FANTASY (19)
3567,3567.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],B8 (16),AVANGAR (9)
3568,3568.0,23/8/22,CCT Central Europe Series 1,['Mirage'],Tricked (16),X (7)
3569,3569.0,23/8/22,CCT Central Europe Series 1,['Nuke'],X (10),Tricked (16)
3570,3570.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],Entropiq (16),Nemiga (12)
3571,3571.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],Sangal (16),Budapest Five (9)
3572,3572.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Overpass'],ECSTATIC (16),OneTap (9)
3573,3573.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Vertigo'],EYEBALLERS (6),Eternal Fire (16)
3574,3574.0,24/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Overpass'],HEET (10),ECSTATIC (16)
3575,3575.0,24/8/22,CCT Central Europe Series 1,['Inferno'],EC Kyiv (28),X (26)
3576,3576.0,24/8/22,CCT Central Europe Series 1,['Dust2'],X (14),EC Kyiv (16)
3577,3577.0,24/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],ECSTATIC (16),los kogutos (9)
3578,3578.0,24/8/22,Elisa Invitational Fall 2022 Contenders,['Overpass'],Tricked (8),MASONIC (16)
3579,3579.0,24/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],MASONIC (7),Tricked (16)
3580,3580.0,24/8/22,Elisa Invitational Fall 2022 Contenders,['Inferno'],Tricked (7),MASONIC (16)
3581,3581.0,24/8/22,Elisa Invitational Fall 2022 Contenders,['Overpass'],ECLOT (11),EC Kyiv (16)
3582,3582.0,24/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],EC Kyiv (16),ECLOT (10)
3583,3583.0,24/8/22,ESL Challenger League Season 42 North America,['Inferno'],timbermen (16),Strife (14)
3584,3584.0,24/8/22,ESL Challenger League Season 42 North America,['Vertigo'],Strife (16),timbermen (19)
3585,3585.0,23/8/22,CCT South America Series 1,['Inferno'],MIBR Academy (8),Isurus (16)
3586,3586.0,23/8/22,CCT South America Series 1,['Mirage'],Isurus (7),MIBR Academy (16)
3587,3587.0,23/8/22,CCT South America Series 1,['Dust2'],MIBR Academy (5),Isurus (16)
3588,3588.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Nuke'],Eternal Fire (16),ECSTATIC (3)
3589,3589.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],ECSTATIC (11),Eternal Fire (16)
3590,3590.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Vertigo'],Eternal Fire (19),ECSTATIC (22)
3591,3591.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Mirage'],Sangal (19),Entropiq (17)
3592,3592.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Inferno'],Entropiq (7),Sangal (16)
3593,3593.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],HEET (16),GRGECHI (7)
3594,3594.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Ancient'],los kogutos (16),RCL (2)
3595,3595.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Nuke'],Eternal Fire (16),GamerLegion (13)
3596,3596.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Vertigo'],Finest (14),ECSTATIC (16)
3597,3597.0,23/8/22,CCT South America Series 1,['Overpass'],ex-Holkattes (7),Redragon (16)
3598,3598.0,23/8/22,CCT South America Series 1,['Inferno'],Redragon (25),ex-Holkattes (22)
3599,3599.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Mirage'],GamerLegion (16),Zero Tenacity (11)
3600,3600.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Ancient'],Sangal (16),Sashi (7)
3601,3601.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],EC Kyiv (14),HEET (16)
3602,3602.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Ancient'],RCL (19),Fourteen (15)
3603,3603.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Mirage'],SINNERS (13),Nemiga (16)
3604,3604.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Ancient'],Astralis (8),los kogutos (16)
3605,3605.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Nuke'],Movistar Riders (9),B8 (16)
3606,3606.0,23/8/22,CCT Central Europe Series 1,['Mirage'],PALOMA (16),KOVA (6)
3607,3607.0,23/8/22,CCT Central Europe Series 1,['Ancient'],KOVA (10),PALOMA (16)
3608,3608.0,23/8/22,CCT Central Europe Series 1,['Nuke'],PALOMA (4),KOVA (16)
3609,3609.0,23/8/22,CCT Central Europe Series 1,['Ancient'],ECLOT (16),SC (5)
3610,3610.0,23/8/22,CCT Central Europe Series 1,['Mirage'],SC (6),ECLOT (16)
3611,3611.0,23/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Overpass'],VERTEX (22),Encore (25)
3612,3612.0,23/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Vertigo'],Encore (12),VERTEX (16)
3613,3613.0,23/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Nuke'],VERTEX (10),Encore (16)
3614,3614.0,23/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Dust2'],DGG (16),Antic (12)
3615,3615.0,23/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Mirage'],Antic (11),DGG (16)
3616,3616.0,23/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Vertigo'],DGG (14),Antic (16)
3617,3617.0,23/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Dust2'],9z (16),O PLANO (8)
3618,3618.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Mirage'],9z (16),Case (7)
3619,3619.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Nuke'],Case (10),9z (16)
3620,3620.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Inferno'],9z (14),Case (16)
3621,3621.0,22/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Dust2'],forZe (16),Monte (8)
3622,3622.0,22/8/22,CCT South America Series 1,['Overpass'],Stars Horizon (19),Redragon (17)
3623,3623.0,22/8/22,CCT South America Series 1,['Ancient'],Redragon (8),Stars Horizon (16)
3624,3624.0,22/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Inferno'],forZe (13),K23 (16)
3625,3625.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Ancient'],Finest (16),Partizan (11)
3626,3626.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Mirage'],BLUEJAYS (8),Budapest Five (16)
3627,3627.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Vertigo'],SAW (14),1PIN (16)
3628,3628.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],AVANGAR (16),Wolsung (14)
3629,3629.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Dust2'],LF0 (14),FANTASY (16)
3630,3630.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Ancient'],Endpoint (10),GRGECHI (16)
3631,3631.0,23/8/22,IEM Road to Rio 2022 Europe Open Qualifier 3,['Mirage'],Entropiq (16),TAG (7)
3632,3632.0,23/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],schadE halt (10),PROSPECTS (16)
3633,3633.0,23/8/22,Elisa Invitational Fall 2022 Contenders,['Overpass'],schadE halt (16),PROSPECTS (8)
3634,3634.0,23/8/22,Elisa Invitational Fall 2022 Contenders,['Inferno'],PROSPECTS (16),schadE halt (2)
3635,3635.0,23/8/22,CCT Central Europe Series 1,['Overpass'],Monte (16),EC Kyiv (12)
3636,3636.0,23/8/22,CCT Central Europe Series 1,['Mirage'],EC Kyiv (9),Monte (16)
3637,3637.0,23/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],KOVA (14),Sashi (16)
3638,3638.0,23/8/22,Elisa Invitational Fall 2022 Contenders,['Nuke'],Sashi (16),KOVA (13)
3639,3639.0,23/8/22,Elisa Invitational Fall 2022 Contenders,['Ancient'],KOVA (19),Sashi (17)
3640,3640.0,23/8/22,CCT Central Europe Series 1,['Vertigo'],EYEBALLERS (14),Illuminar (16)
3641,3641.0,23/8/22,CCT Central Europe Series 1,['Ancient'],Illuminar (3),EYEBALLERS (16)
3642,3642.0,23/8/22,CCT Central Europe Series 1,['Dust2'],Illuminar (16),EYEBALLERS (8)
3643,3643.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Nuke'],Fluxo (7),O PLANO (16)
3644,3644.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Vertigo'],O PLANO (14),Fluxo (16)
3645,3645.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Dust2'],Fluxo (16),O PLANO (19)
3646,3646.0,22/8/22,CCT South America Series 1,['Nuke'],ex-Holkattes (5),WINDINGO (16)
3647,3647.0,22/8/22,CCT South America Series 1,['Inferno'],WINDINGO (16),ex-Holkattes (13)
3648,3648.0,22/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],fnatic (16),K23 (14)
3649,3649.0,22/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],fnatic (16),Monte (3)
3650,3650.0,22/8/22,CCT South America Series 1,['Ancient'],SWS (7),Meta BR (16)
3651,3651.0,22/8/22,CCT South America Series 1,['Mirage'],Meta BR (16),SWS (6)
3652,3652.0,22/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Vertigo'],VERTEX (16),Bandits (4)
3653,3653.0,22/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Dust2'],Antic (16),Morbin5 (10)
3654,3654.0,22/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Nuke'],Encore (16),CAMO (3)
3655,3655.0,22/8/22,CCT Central Europe Series 1,['Overpass'],SKADE (16),MASONIC (6)
3656,3656.0,22/8/22,CCT Central Europe Series 1,['Mirage'],MASONIC (10),SKADE (16)
3657,3657.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Nuke'],B4 (9),9z (16)
3658,3658.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Dust2'],Fluxo (16),Boca Juniors (3)
3659,3659.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Nuke'],O PLANO (16),Arvum (11)
3660,3660.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Nuke'],ARCTIC (16),WINDINGO (14)
3661,3661.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Overpass'],Redragon (14),ODDIK (16)
3662,3662.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Dust2'],Los Grandes (16),Paquetá (5)
3663,3663.0,22/8/22,CCT South America Series 1,['Inferno'],Rehl (4),River Plate (16)
3664,3664.0,22/8/22,CCT South America Series 1,['Dust2'],River Plate (16),Rehl (13)
3665,3665.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],GamerLegion (12),forZe (16)
3666,3666.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Mirage'],forZe (16),GamerLegion (8)
3667,3667.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Overpass'],Monte (16),Endpoint (14)
3668,3668.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Mirage'],Endpoint (11),Monte (16)
3669,3669.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Mirage'],HAVU (16),Into the Breach (13)
3670,3670.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Dust2'],forZe (19),UNGENTIUM (17)
3671,3671.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],GamerLegion (16),EYEBALLERS (7)
3672,3672.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],eSuba (15),Monte (19)
3673,3673.0,22/8/22,CCT Central Europe Series 1,['Overpass'],Aurora (16),Sampi (6)
3674,3674.0,22/8/22,Elisa Invitational Fall 2022 Contenders,['Overpass'],Hotspurs (16),777 (4)
3675,3675.0,22/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],777 (1),Hotspurs (16)
3676,3676.0,22/8/22,CCT Central Europe Series 1,['Inferno'],Enterprise (16),Beyond Possible (6)
3677,3677.0,22/8/22,CCT Central Europe Series 1,['Mirage'],Beyond Possible (11),Enterprise (16)
3678,3678.0,22/8/22,CCT Central Europe Series 1,['Dust2'],Enterprise (12),Beyond Possible (16)
3679,3679.0,22/8/22,IEM Road to Rio 2022 Oceania Open Qualifier 2,['Dust2'],yellow (9),DGG (16)
3680,3680.0,22/8/22,Elisa Invitational Fall 2022 Contenders,['Ancient'],yodagus (14),SKADE X (16)
3681,3681.0,22/8/22,Elisa Invitational Fall 2022 Contenders,['Overpass'],yodagus (16),SKADE X (13)
3682,3682.0,22/8/22,Elisa Invitational Fall 2022 Contenders,['Mirage'],SKADE X (16),yodagus (10)
3683,3683.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Dust2'],ARCTIC (9),Fluxo (16)
3684,3684.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Overpass'],Los Grandes (6),O PLANO (16)
3685,3685.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Overpass'],ODDIK (14),Case (16)
3686,3686.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Mirage'],B4 (19),Isurus (16)
3687,3687.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Inferno'],SWS (15),Case (19)
3688,3688.0,22/8/22,IEM Road to Rio 2022 South America Open Qualifier 2,['Dust2'],9z (16),Sharks (11)
3689,3689.0,22/8/22,EGL Premier Season 3,['Mirage'],Brazen (16),Electrify Steel (10)
3690,3690.0,22/8/22,EGL Premier Season 3,['Inferno'],Electrify Steel (7),Brazen (16)
3691,3691.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],HAVU (26),fnatic (28)
3692,3692.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Mirage'],fnatic (16),HAVU (14)
3693,3693.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Dust2'],1WIN (11),K23 (16)
3694,3694.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Overpass'],K23 (16),1WIN (8)
3695,3695.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],fnatic (16),AGO (3)
3696,3696.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],K23 (16),SC (2)
3697,3697.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Vertigo'],SAW (20),1WIN (22)
3698,3698.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Overpass'],Endpoint (16),9INE (11)
3699,3699.0,21/8/22,BLAST Premier Fall Groups 2022,['Inferno'],Heroic (16),FaZe (10)
3700,3700.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],AGO (16),premghouls (9)
3701,3701.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Mirage'],EC Kyiv (10),9INE (16)
3702,3702.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],fnatic (16),B8 (4)
3703,3703.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],1WIN (16),GRGECHI (14)
3704,3704.0,21/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Inferno'],JPB (16),Ooredoo Thunders (4)
3705,3705.0,21/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Vertigo'],Ooredoo Thunders (10),JPB (16)
3706,3706.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],ECSTATIC (12),UNGENTIUM (16)
3707,3707.0,21/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Nuke'],PremuimGods (1),NASR (16)
3708,3708.0,21/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Mirage'],NASR (16),PremuimGods (2)
3709,3709.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],LDLC (12),Monte (16)
3710,3710.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Inferno'],eSuba (16),9 Pandas (4)
3711,3711.0,21/8/22,BLAST Premier Fall Groups 2022,['Nuke'],Heroic (16),BIG (14)
3712,3712.0,21/8/22,BLAST Premier Fall Groups 2022,['Nuke'],FaZe (16),Heroic (10)
3713,3713.0,21/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Inferno'],TYLOO (16),WDNMD (6)
3714,3714.0,21/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Vertigo'],WDNMD (9),TYLOO (16)
3715,3715.0,21/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Dust2'],TYLOO (15),WDNMD (19)
3716,3716.0,21/8/22,IEM Road to Rio 2022 Asia Open Qualifier 2,['Mirage'],D13 (9),TheMongolz (16)
3717,3717.0,21/8/22,IEM Road to Rio 2022 Asia Open Qualifier 2,['Nuke'],TheMongolz (16),D13 (13)
3718,3718.0,21/8/22,BLAST Premier Fall Groups 2022,['Inferno'],FaZe (16),Evil Geniuses (8)
3719,3719.0,20/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Vertigo'],JPB (16),SNRG (7)
3720,3720.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Inferno'],Tricked (11),MASONIC (16)
3721,3721.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Vertigo'],MASONIC (16),Tricked (11)
3722,3722.0,20/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Mirage'],Ooredoo Thunders (16),how bad u are (4)
3723,3723.0,20/8/22,CCT South America Series 1,['Nuke'],Daotsu (16),ex-Holkattes (12)
3724,3724.0,20/8/22,CCT South America Series 1,['Dust2'],ex-Holkattes (10),Daotsu (16)
3725,3725.0,21/8/22,CCT South America Series 1,['Inferno'],Isurus (16),Los Grandes Academy (1)
3726,3726.0,21/8/22,CCT South America Series 1,['Dust2'],Los Grandes Academy (10),Isurus (16)
3727,3727.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Inferno'],Into the Breach (16),Eternal Fire (14)
3728,3728.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Inferno'],SINNERS (12),HAVU (16)
3729,3729.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],forZe (16),LF0 (6)
3730,3730.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Ancient'],Finest (14),EYEBALLERS (16)
3731,3731.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Mirage'],SC (16),Neon Rangers (11)
3732,3732.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Dust2'],K23 (16),Enterprise (12)
3733,3733.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Nuke'],Anonymo (14),GamerLegion (16)
3734,3734.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Inferno'],SAW (16),Beyond Possible (10)
3735,3735.0,21/8/22,IEM Road to Rio 2022 Europe Open Qualifier 2,['Vertigo'],Endpoint (16),163ON (5)
3736,3736.0,21/8/22,BLAST Premier Fall Groups 2022,['Mirage'],Evil Geniuses (6),BIG (16)
3737,3737.0,21/8/22,BLAST Premier Fall Groups 2022,['Nuke'],BIG (13),Heroic (16)
3738,3738.0,21/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Inferno'],Wings Up (16),CR (7)
3739,3739.0,21/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Nuke'],CR (11),Wings Up (16)
3740,3740.0,21/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Ancient'],Wings Up (12),CR (16)
3741,3741.0,21/8/22,IEM Road to Rio 2022 Asia Open Qualifier 2,['Nuke'],MIRAI (5),ARAVT (16)
3742,3742.0,21/8/22,IEM Road to Rio 2022 Asia Open Qualifier 2,['Inferno'],ARAVT (16),MIRAI (1)
3743,3743.0,20/8/22,CCT South America Series 1,['Inferno'],Rehl (11),SWS (16)
3744,3744.0,20/8/22,CCT South America Series 1,['Mirage'],Rehl (11),SWS (16)
3745,3745.0,20/8/22,CCT South America Series 1,['Dust2'],SWS (12),Rehl (16)
3746,3746.0,20/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Mirage'],PremuimGods (16),WahWah (7)
3747,3747.0,20/8/22,BLAST Premier Fall Groups 2022,['Dust2'],Liquid (4),Natus Vincere (16)
3748,3748.0,20/8/22,IEM Road to Rio 2022 Middle East Open Qualifier 2,['Mirage'],NASR (16),POGGERZ (7)
3749,3749.0,20/8/22,BLAST Premier Fall Groups 2022,['Overpass'],Natus Vincere (16),Complexity (3)
3750,3750.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Nuke'],Tricked (16),Sashi (14)
3751,3751.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Overpass'],Tricked (14),Sashi (16)
3752,3752.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Vertigo'],Sashi (6),Tricked (16)
3753,3753.0,20/8/22,IEM Road to Rio 2022 Asia Open Qualifier 2,['Dust2'],d54 (12),MIRAI (16)
3754,3754.0,20/8/22,IEM Road to Rio 2022 Asia Open Qualifier 2,['Inferno'],maGic (6),TheMongolz (16)
3755,3755.0,20/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Inferno'],WDNMD (16),Invictus (11)
3756,3756.0,20/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Ancient'],YK (13),CR (16)
3757,3757.0,20/8/22,IEM Road to Rio 2022 China Open Qualifier 2,['Ancient'],TYLOO (16),SHPL (3)
3758,3758.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Inferno'],MASONIC (16),minion bobs (3)
3759,3759.0,20/8/22,Nordic Masters Fall 2022 Denmark Closed Qualifier,['Overpass'],minion bobs (10),MASONIC (16)
3760,3760.0,20/8/22,CCT South America Series 1,['Nuke'],River Plate (16),WINDINGO (13)
3761,3761.0,19/8/22,BLAST Premier Fall Groups 2022,['Mirage'],Astralis (19),Vitality (17)
