,Unnamed: 0,date,event,map,team_1,team_2
0,0.0,24/10/22,CCT North Europe Series 1,['Ancient'],Entropiq (14),1WIN (16)
1,1.0,24/10/22,CCT Central Europe Series 3,['Vertigo'],ECLOT (16),FTW (12)
2,2.0,24/10/22,CCT Central Europe Series 3,['Inferno'],FTW (16),ECLOT (14)
3,3.0,24/10/22,WePlay Academy League Season 6,['Mirage'],Flames Ascent (10),MOUZ NXT (16)
4,4.0,24/10/22,CCT Central Europe Series 3,['Nuke'],SC (6),HAVU (16)
5,5.0,24/10/22,CCT Central Europe Series 3,['Mirage'],HAVU (16),SC (12)
6,6.0,24/10/22,CCT South Europe Series 1,['Ancient'],Tricked (3),Monte (16)
7,7.0,24/10/22,CCT South Europe Series 1,['Mirage'],Tricked (6),Monte (16)
8,8.0,24/10/22,CCT North Europe Series 1,['Nuke'],1WIN (16),Tricked (11)
9,9.0,24/10/22,CCT North Europe Series 1,['Dust2'],Tricked (8),1WIN (16)
10,10.0,24/10/22,ESL Impact League Season 2 South America,['Nuke'],Black Dragons fe (9),B4 fe (16)
11,11.0,24/10/22,ESL Impact League Season 2 South America,['Dust2'],B4 fe (16),Black Dragons fe (2)
12,12.0,24/10/22,Aorus League 2022 Season 3,['Overpass'],DNG (20),Isurus (22)
13,13.0,24/10/22,Aorus League 2022 Season 3,['Mirage'],Isurus (16),DNG (3)
14,14.0,23/10/22,BLAST Premier Fall Showdown 2022 North America,['Nuke'],MIBR (13),Fluxo (16)
15,15.0,23/10/22,BLAST Premier Fall Showdown 2022 North America,['Vertigo'],Fluxo (5),MIBR (16)
16,16.0,23/10/22,BLAST Premier Fall Showdown 2022 North America,['Dust2'],MIBR (12),Fluxo (16)
17,17.0,23/10/22,CBCS Elite League 2022 Season 2,['Ancient'],SWS (14),Meta BR (16)
18,18.0,23/10/22,CBCS Elite League 2022 Season 2,['Vertigo'],Meta BR (16),SWS (13)
19,19.0,23/10/22,CBCS Elite League 2022 Season 2,['Mirage'],SWS (16),Meta BR (9)
20,20.0,23/10/22,BLAST Premier Fall Showdown 2022 Europe,['Nuke'],Astralis (10),Heroic (16)
21,21.0,23/10/22,BLAST Premier Fall Showdown 2022 Europe,['Ancient'],Heroic (22),Astralis (20)
22,22.0,24/10/22,Elisa Invitational Fall 2022,['Vertigo'],Bad News Eagles (6),EYEBALLERS (16)
23,23.0,24/10/22,WePlay Academy League Season 6,['Overpass'],MIBR Academy (10),Astralis Talent (16)
24,24.0,24/10/22,Epic GOCL Season 1,['Nuke'],Enterprise (16),SINNERS (19)
25,25.0,24/10/22,CCT South Europe Series 1,['Ancient'],forZe (8),Copenhagen Flames (16)
26,26.0,24/10/22,CCT North Europe Series 1,['Mirage'],Entropiq (16),IKLA (12)
27,27.0,24/10/22,CCT North Europe Series 1,['Dust2'],IKLA (20),Entropiq (22)
28,28.0,24/10/22,Elisa Invitational Fall 2022,['Ancient'],ex-Finest (19),Sprout (16)
29,29.0,24/10/22,Elisa Invitational Fall 2022,['Mirage'],Sprout (16),ex-Finest (11)
30,30.0,24/10/22,Elisa Invitational Fall 2022,['Vertigo'],ex-Finest (16),Sprout (12)
31,31.0,24/10/22,CCT Central Europe Series 3,['Overpass'],ONYX (10),Wolsung (16)
32,32.0,24/10/22,CCT Central Europe Series 3,['Dust2'],ONYX (16),Wolsung (14)
33,33.0,24/10/22,CCT Central Europe Series 3,['Mirage'],Wolsung (16),ONYX (12)
34,34.0,24/10/22,Elisa Invitational Fall 2022,['Ancient'],Endpoint (12),SAW (16)
35,35.0,24/10/22,Elisa Invitational Fall 2022,['Dust2'],SAW (16),Endpoint (3)
36,36.0,24/10/22,ESL Challenger League Season 42 North America,['Vertigo'],ATK (16),Nouns (11)
37,37.0,24/10/22,ESL Challenger League Season 42 North America,['Mirage'],Nouns (14),ATK (16)
38,38.0,24/10/22,ESL Challenger League Season 42 North America,['Inferno'],ATK (16),Nouns (5)
39,39.0,23/10/22,ESL Impact League Season 2 South America,['Mirage'],FURIA fe (16),MIBR fe (7)
40,40.0,23/10/22,ESL Impact League Season 2 South America,['Nuke'],MIBR fe (7),FURIA fe (16)
41,41.0,23/10/22,ESL Impact League Season 2 South America,['Dust2'],FURIA fe (14),MIBR fe (16)
42,42.0,23/10/22,CBCS Elite League 2022 Season 2,['Ancient'],Daotsu (13),ARCTIC (16)
43,43.0,23/10/22,CBCS Elite League 2022 Season 2,['Inferno'],ARCTIC (16),Daotsu (7)
44,44.0,23/10/22,ESL Impact League Season 2 Europe,['Mirage'],NAVI Javelins (13),NOFEAR5 (16)
45,45.0,23/10/22,ESL Impact League Season 2 Europe,['Vertigo'],NOFEAR5 (16),NAVI Javelins (10)
46,46.0,23/10/22,ESL Impact League Season 2 Europe,['Dust2'],NAVI Javelins (16),NOFEAR5 (8)
47,47.0,23/10/22,Aorus League 2022 Season 3,['Overpass'],Isurus (16),WINDINGO (14)
48,48.0,23/10/22,Aorus League 2022 Season 3,['Dust2'],WINDINGO (16),Isurus (14)
49,49.0,23/10/22,Aorus League 2022 Season 3,['Ancient'],Isurus (16),WINDINGO (7)
50,50.0,24/10/22,CCT North Europe Series 1,['Ancient'],Entropiq (14),1WIN (16)
51,51.0,24/10/22,CCT Central Europe Series 3,['Vertigo'],ECLOT (16),FTW (12)
52,52.0,24/10/22,CCT Central Europe Series 3,['Inferno'],FTW (16),ECLOT (14)
53,53.0,24/10/22,WePlay Academy League Season 6,['Mirage'],Flames Ascent (10),MOUZ NXT (16)
54,54.0,24/10/22,CCT Central Europe Series 3,['Nuke'],SC (6),HAVU (16)
55,55.0,24/10/22,CCT Central Europe Series 3,['Mirage'],HAVU (16),SC (12)
56,56.0,24/10/22,CCT South Europe Series 1,['Ancient'],Tricked (3),Monte (16)
57,57.0,24/10/22,CCT South Europe Series 1,['Mirage'],Tricked (6),Monte (16)
58,58.0,24/10/22,CCT North Europe Series 1,['Nuke'],1WIN (16),Tricked (11)
59,59.0,24/10/22,CCT North Europe Series 1,['Dust2'],Tricked (8),1WIN (16)
60,60.0,24/10/22,ESL Impact League Season 2 South America,['Nuke'],Black Dragons fe (9),B4 fe (16)
61,61.0,24/10/22,ESL Impact League Season 2 South America,['Dust2'],B4 fe (16),Black Dragons fe (2)
62,62.0,24/10/22,Aorus League 2022 Season 3,['Overpass'],DNG (20),Isurus (22)
63,63.0,24/10/22,Aorus League 2022 Season 3,['Mirage'],Isurus (16),DNG (3)
64,64.0,23/10/22,BLAST Premier Fall Showdown 2022 North America,['Nuke'],MIBR (13),Fluxo (16)
65,65.0,23/10/22,BLAST Premier Fall Showdown 2022 North America,['Vertigo'],Fluxo (5),MIBR (16)
66,66.0,23/10/22,BLAST Premier Fall Showdown 2022 North America,['Dust2'],MIBR (12),Fluxo (16)
67,67.0,23/10/22,CBCS Elite League 2022 Season 2,['Ancient'],SWS (14),Meta BR (16)
68,68.0,23/10/22,CBCS Elite League 2022 Season 2,['Vertigo'],Meta BR (16),SWS (13)
69,69.0,23/10/22,CBCS Elite League 2022 Season 2,['Mirage'],SWS (16),Meta BR (9)
70,70.0,23/10/22,BLAST Premier Fall Showdown 2022 Europe,['Nuke'],Astralis (10),Heroic (16)
71,71.0,23/10/22,BLAST Premier Fall Showdown 2022 Europe,['Ancient'],Heroic (22),Astralis (20)
72,72.0,24/10/22,Elisa Invitational Fall 2022,['Vertigo'],Bad News Eagles (6),EYEBALLERS (16)
73,73.0,24/10/22,WePlay Academy League Season 6,['Overpass'],MIBR Academy (10),Astralis Talent (16)
74,74.0,24/10/22,Epic GOCL Season 1,['Nuke'],Enterprise (16),SINNERS (19)
75,75.0,24/10/22,CCT South Europe Series 1,['Ancient'],forZe (8),Copenhagen Flames (16)
76,76.0,24/10/22,CCT North Europe Series 1,['Mirage'],Entropiq (16),IKLA (12)
77,77.0,24/10/22,CCT North Europe Series 1,['Dust2'],IKLA (20),Entropiq (22)
78,78.0,24/10/22,Elisa Invitational Fall 2022,['Ancient'],ex-Finest (19),Sprout (16)
79,79.0,24/10/22,Elisa Invitational Fall 2022,['Mirage'],Sprout (16),ex-Finest (11)
80,80.0,24/10/22,Elisa Invitational Fall 2022,['Vertigo'],ex-Finest (16),Sprout (12)
81,81.0,24/10/22,CCT Central Europe Series 3,['Overpass'],ONYX (10),Wolsung (16)
82,82.0,24/10/22,CCT Central Europe Series 3,['Dust2'],ONYX (16),Wolsung (14)
83,83.0,24/10/22,CCT Central Europe Series 3,['Mirage'],Wolsung (16),ONYX (12)
84,84.0,24/10/22,Elisa Invitational Fall 2022,['Ancient'],Endpoint (12),SAW (16)
85,85.0,24/10/22,Elisa Invitational Fall 2022,['Dust2'],SAW (16),Endpoint (3)
86,86.0,24/10/22,ESL Challenger League Season 42 North America,['Vertigo'],ATK (16),Nouns (11)
87,87.0,24/10/22,ESL Challenger League Season 42 North America,['Mirage'],Nouns (14),ATK (16)
88,88.0,24/10/22,ESL Challenger League Season 42 North America,['Inferno'],ATK (16),Nouns (5)
89,89.0,23/10/22,ESL Impact League Season 2 South America,['Mirage'],FURIA fe (16),MIBR fe (7)
90,90.0,23/10/22,ESL Impact League Season 2 South America,['Nuke'],MIBR fe (7),FURIA fe (16)
91,91.0,23/10/22,ESL Impact League Season 2 South America,['Dust2'],FURIA fe (14),MIBR fe (16)
92,92.0,23/10/22,CBCS Elite League 2022 Season 2,['Ancient'],Daotsu (13),ARCTIC (16)
93,93.0,23/10/22,CBCS Elite League 2022 Season 2,['Inferno'],ARCTIC (16),Daotsu (7)
94,94.0,23/10/22,ESL Impact League Season 2 Europe,['Mirage'],NAVI Javelins (13),NOFEAR5 (16)
95,95.0,23/10/22,ESL Impact League Season 2 Europe,['Vertigo'],NOFEAR5 (16),NAVI Javelins (10)
96,96.0,23/10/22,ESL Impact League Season 2 Europe,['Dust2'],NAVI Javelins (16),NOFEAR5 (8)
97,97.0,23/10/22,Aorus League 2022 Season 3,['Overpass'],Isurus (16),WINDINGO (14)
98,98.0,23/10/22,Aorus League 2022 Season 3,['Dust2'],WINDINGO (16),Isurus (14)
99,99.0,23/10/22,Aorus League 2022 Season 3,['Ancient'],Isurus (16),WINDINGO (7)
100,100.0,23/10/22,CCT Central Europe Series 3,['Mirage'],AGO (16),SINNERS (7)
101,101.0,23/10/22,CCT Central Europe Series 3,['Overpass'],AGO (10),SINNERS (16)
102,102.0,23/10/22,CCT Central Europe Series 3,['Ancient'],SINNERS (14),AGO (16)
103,103.0,23/10/22,CCT Central Europe Series 3,['Ancient'],IKLA (16),HONORIS (12)
104,104.0,23/10/22,CCT Central Europe Series 3,['Dust2'],HONORIS (9),IKLA (16)
105,105.0,23/10/22,Vibe Factory Novi Sad 2022,['Dust2'],Aloha (16),GamePub (5)
106,106.0,23/10/22,Vibe Factory Novi Sad 2022,['Inferno'],GamePub (4),Aloha (16)
107,107.0,23/10/22,ESL Challenger League Season 42 Asia-Pacific,['Dust2'],IHC (12),Lynn Vision (16)
108,108.0,23/10/22,ESL Challenger League Season 42 Asia-Pacific,['Inferno'],Lynn Vision (12),IHC (16)
109,109.0,23/10/22,ESL Challenger League Season 42 Asia-Pacific,['Ancient'],IHC (15),Lynn Vision (19)
110,110.0,23/10/22,CCT North Europe Series 1,['Vertigo'],Entropiq (16),Copenhagen Flames (14)
111,111.0,23/10/22,CCT North Europe Series 1,['Ancient'],Entropiq (25),Copenhagen Flames (28)
112,112.0,23/10/22,CCT North Europe Series 1,['Dust2'],Copenhagen Flames (7),Entropiq (16)
113,113.0,23/10/22,ESL Impact League Season 2 North America,['Dust2'],Valkyries fe (9),EG Gold (16)
114,114.0,23/10/22,ESL Impact League Season 2 North America,['Ancient'],EG Gold (16),Valkyries fe (8)
115,115.0,23/10/22,CBCS Elite League 2022 Season 2,['Inferno'],Daotsu (16),Corinthians (9)
116,116.0,23/10/22,CBCS Elite League 2022 Season 2,['Mirage'],Corinthians (14),Daotsu (16)
117,117.0,22/10/22,ESL Challenger League Season 42 North America,['Dust2'],TeamOne (3),ATK (16)
118,118.0,22/10/22,ESL Challenger League Season 42 North America,['Mirage'],ATK (16),TeamOne (12)
119,119.0,22/10/22,CCT South Europe Series 1,['Vertigo'],forZe (22),HAVU (18)
120,120.0,22/10/22,CCT South Europe Series 1,['Dust2'],HAVU (12),forZe (16)
121,121.0,22/10/22,CCT North Europe Series 1,['Dust2'],IKLA (16),Eternal Fire (7)
122,122.0,22/10/22,CCT North Europe Series 1,['Vertigo'],IKLA (12),Eternal Fire (16)
123,123.0,23/10/22,ESL Challenger League Season 42 Europe,['Overpass'],BLUEJAYS (8),9INE (16)
124,124.0,23/10/22,ESL Challenger League Season 42 Europe,['Dust2'],9INE (16),BLUEJAYS (14)
125,125.0,23/10/22,ESL Challenger League Season 42 Europe,['Vertigo'],BLUEJAYS (6),9INE (16)
126,126.0,23/10/22,ESL Challenger League Season 42 Europe,['Mirage'],9INE (17),BLUEJAYS (19)
127,127.0,23/10/22,CCT North Europe Series 1,['Vertigo'],IKLA (16),ECLOT (12)
128,128.0,23/10/22,CCT North Europe Series 1,['Inferno'],IKLA (9),ECLOT (16)
129,129.0,23/10/22,CCT North Europe Series 1,['Mirage'],ECLOT (5),IKLA (16)
130,130.0,23/10/22,CCT North Europe Series 1,['Inferno'],Tricked (16),PROSPECTS (13)
131,131.0,23/10/22,CCT North Europe Series 1,['Vertigo'],PROSPECTS (7),Tricked (16)
132,132.0,23/10/22,CCT North Europe Series 1,['Vertigo'],SAW (14),1WIN (16)
133,133.0,23/10/22,CCT North Europe Series 1,['Nuke'],1WIN (16),SAW (4)
134,134.0,23/10/22,CCT Central Europe Series 3,['Vertigo'],Young Ninjas (16),9INE (14)
135,135.0,23/10/22,CCT Central Europe Series 3,['Nuke'],9INE (16),Young Ninjas (7)
136,136.0,23/10/22,CCT Central Europe Series 3,['Dust2'],Young Ninjas (16),9INE (13)
137,137.0,23/10/22,CCT Central Europe Series 3,['Ancient'],Tricked (16),ECLOT (7)
138,138.0,23/10/22,CCT Central Europe Series 3,['Inferno'],Tricked (16),ECLOT (9)
139,139.0,23/10/22,CCT Central Europe Series 3,['Overpass'],ECLOT (16),Tricked (6)
140,140.0,23/10/22,ESL Challenger League Season 42 North America,['Vertigo'],ATK (16),MIBR (6)
141,141.0,23/10/22,ESL Challenger League Season 42 North America,['Overpass'],MIBR (7),ATK (16)
142,142.0,23/10/22,Aorus League 2022 Season 3,['Mirage'],DNG (16),Furious (3)
143,143.0,23/10/22,Aorus League 2022 Season 3,['Overpass'],DNG (16),Furious (12)
144,144.0,23/10/22,Aorus League 2022 Season 3,['Nuke'],Furious (16),DNG (13)
145,145.0,22/10/22,ESL Impact League Season 2 North America,['Vertigo'],Please Send Bocks (1),CLG Red (16)
146,146.0,22/10/22,ESL Impact League Season 2 North America,['Dust2'],CLG Red (16),Please Send Bocks (5)
147,147.0,22/10/22,CBCS Elite League 2022 Season 2,['Nuke'],Boca Juniors (10),Meta BR (16)
148,148.0,22/10/22,CBCS Elite League 2022 Season 2,['Inferno'],Meta BR (16),Boca Juniors (2)
149,149.0,22/10/22,BLAST Premier Fall Showdown 2022 North America,['Mirage'],Fluxo (16),00NATION (10)
150,150.0,22/10/22,CCT North Europe Series 1,['Mirage'],Eternal Fire (8),IKLA (16)
151,151.0,22/10/22,CBCS Elite League 2022 Season 2,['Ancient'],INTZ (16),The Union (9)
152,152.0,22/10/22,CBCS Elite League 2022 Season 2,['Dust2'],ARCTIC (14),LyP (16)
153,153.0,22/10/22,ESL Impact League Season 2 Europe,['Vertigo'],BIG EQUIPA (13),Nigma Galaxy (16)
154,154.0,22/10/22,ESL Impact League Season 2 Europe,['Ancient'],Nigma Galaxy (16),BIG EQUIPA (10)
155,155.0,22/10/22,CCT South Europe Series 1,['Mirage'],Tricked (16),Spirit (14)
156,156.0,22/10/22,CCT South Europe Series 1,['Ancient'],Tricked (16),Spirit (13)
157,157.0,22/10/22,CCT South Europe Series 1,['Overpass'],Spirit (16),Tricked (9)
158,158.0,22/10/22,CCT North Europe Series 1,['Ancient'],PROSPECTS (22),TYLOO (19)
159,159.0,22/10/22,CCT North Europe Series 1,['Overpass'],TYLOO (16),PROSPECTS (19)
160,160.0,22/10/22,CCT North Europe Series 1,['Inferno'],PROSPECTS (11),TYLOO (16)
161,161.0,22/10/22,CCT Central Europe Series 3,['Dust2'],Enterprise (16),HAVU (11)
162,162.0,22/10/22,CCT Central Europe Series 3,['Mirage'],HAVU (12),Enterprise (16)
163,163.0,22/10/22,CCT Central Europe Series 3,['Ancient'],Enterprise (12),HAVU (16)
164,164.0,22/10/22,CCT South Europe Series 1,['Dust2'],Monte (16),ALTERNATE aTTaX (8)
165,165.0,22/10/22,CCT South Europe Series 1,['Ancient'],Monte (10),ALTERNATE aTTaX (16)
166,166.0,22/10/22,CCT South Europe Series 1,['Mirage'],ALTERNATE aTTaX (8),Monte (16)
167,167.0,22/10/22,CCT Central Europe Series 3,['Overpass'],Wolsung (5),Into the Breach (16)
168,168.0,22/10/22,CCT Central Europe Series 3,['Inferno'],Wolsung (12),Into the Breach (16)
169,169.0,22/10/22,ESL Proximus Benelux Season 14 Finals,['Vertigo'],Genk (16),Stinkdiertjes (11)
170,170.0,22/10/22,ESL Proximus Benelux Season 14 Finals,['Nuke'],Stinkdiertjes (9),Genk (16)
171,171.0,22/10/22,CCT North Europe Series 1,['Overpass'],Into the Breach (7),1WIN (16)
172,172.0,22/10/22,CCT North Europe Series 1,['Dust2'],Into the Breach (12),1WIN (16)
173,173.0,22/10/22,ESL Proximus Benelux Season 14 Finals,['Mirage'],LowLandLions (10),EC Brugge (16)
174,174.0,22/10/22,BLAST Premier Fall Showdown 2022 North America,['Ancient'],00NATION (11),Fluxo (16)
175,175.0,22/10/22,CBCS Elite League 2022 Season 2,['Vertigo'],SWS (16),Liberty (9)
176,176.0,22/10/22,CBCS Elite League 2022 Season 2,['Dust2'],Liberty (16),SWS (11)
177,177.0,22/10/22,CBCS Elite League 2022 Season 2,['Nuke'],SWS (16),Liberty (14)
178,178.0,22/10/22,CCT Central Europe Series 3,['Dust2'],FTW (19),SC (17)
179,179.0,22/10/22,CCT Central Europe Series 3,['Nuke'],SC (12),FTW (16)
180,180.0,22/10/22,CBCS Elite League 2022 Season 2,['Inferno'],MOB (9),Rehl (16)
181,181.0,22/10/22,BLAST Premier Fall Showdown 2022 North America,['Nuke'],Sharks (13),MIBR (16)
182,182.0,22/10/22,BLAST Premier Fall Showdown 2022 North America,['Vertigo'],MIBR (16),Sharks (8)
183,183.0,22/10/22,ESL Challenger League Season 42 Europe,['Overpass'],1WIN (13),9INE (16)
184,184.0,22/10/22,ESL Challenger League Season 42 Europe,['Vertigo'],9INE (11),1WIN (16)
185,185.0,22/10/22,ESL Challenger League Season 42 Europe,['Mirage'],1WIN (10),9INE (16)
186,186.0,22/10/22,ESL Proximus Benelux Season 14 Finals,['Ancient'],EC Brugge (6),Genk (16)
187,187.0,22/10/22,ESL Proximus Benelux Season 14 Finals,['Mirage'],Genk (16),EC Brugge (14)
188,188.0,22/10/22,BLAST Premier Fall Showdown 2022 Europe,['Inferno'],Sangal (11),Heroic (16)
189,189.0,22/10/22,BLAST Premier Fall Showdown 2022 Europe,['Vertigo'],Heroic (16),Sangal (11)
190,190.0,22/10/22,CCT North Europe Series 1,['Overpass'],Tricked (16),forZe (7)
191,191.0,22/10/22,CCT North Europe Series 1,['Nuke'],forZe (13),Tricked (16)
192,192.0,22/10/22,CCT North Europe Series 1,['Inferno'],Tricked (14),forZe (16)
193,193.0,22/10/22,ESL Challenger League Season 42 Asia-Pacific,['Overpass'],IHC (16),ARAVT (3)
194,194.0,22/10/22,ESL Challenger League Season 42 Asia-Pacific,['Inferno'],ARAVT (1),IHC (16)
195,195.0,22/10/22,ESL Challenger League Season 42 Asia-Pacific,['Ancient'],IHC (11),ARAVT (16)
196,196.0,22/10/22,CCT South Europe Series 1,['Vertigo'],Websterz (17),Copenhagen Flames (19)
197,197.0,22/10/22,CCT South Europe Series 1,['Nuke'],Websterz (20),Copenhagen Flames (22)
198,198.0,22/10/22,CCT South Europe Series 1,['Dust2'],Copenhagen Flames (20),Websterz (22)
199,199.0,22/10/22,CCT Central Europe Series 3,['Mirage'],UNGENTIUM (16),ONYX (8)
200,200.0,22/10/22,CCT Central Europe Series 3,['Ancient'],ONYX (9),UNGENTIUM (16)
201,201.0,22/10/22,Aorus League 2022 Season 3,['Ancient'],DNG (19),Boca Juniors (17)
202,202.0,22/10/22,Aorus League 2022 Season 3,['Dust2'],DNG (16),Boca Juniors (13)
203,203.0,22/10/22,CBCS Elite League 2022 Season 2,['Dust2'],The Union (16),Daotsu (8)
204,204.0,22/10/22,CBCS Elite League 2022 Season 2,['Mirage'],Stars Horizon (8),Liberty (16)
205,205.0,22/10/22,CBCS Elite League 2022 Season 2,['Ancient'],Liberty (16),Stars Horizon (6)
206,206.0,21/10/22,CBCS Elite League 2022 Season 2,['Vertigo'],Boca Juniors (19),AJF (16)
207,207.0,21/10/22,CBCS Elite League 2022 Season 2,['Ancient'],AJF (13),Boca Juniors (16)
208,208.0,21/10/22,CBCS Elite League 2022 Season 2,['Dust2'],Boca Juniors (11),AJF (16)
209,209.0,21/10/22,CCT Central Europe Series 3,['Ancient'],Enterprise (6),HONORIS (16)
210,210.0,21/10/22,CCT Central Europe Series 3,['Inferno'],HONORIS (16),Enterprise (14)
211,211.0,21/10/22,CCT North Europe Series 1,['Ancient'],fnatic Rising (11),ECLOT (16)
212,212.0,21/10/22,CCT North Europe Series 1,['Inferno'],fnatic Rising (16),ECLOT (4)
213,213.0,21/10/22,CCT North Europe Series 1,['Vertigo'],ECLOT (16),fnatic Rising (13)
214,214.0,21/10/22,CBCS Elite League 2022 Season 2,['Mirage'],Rehl (14),Paquetá (16)
215,215.0,21/10/22,ESL Challenger League Season 42 Europe,['Mirage'],9INE (19),Bad News Eagles (17)
216,216.0,21/10/22,ESL Challenger League Season 42 Europe,['Vertigo'],Bad News Eagles (16),9INE (19)
217,217.0,21/10/22,CCT Central Europe Series 3,['Dust2'],HAVU (13),IKLA (16)
218,218.0,21/10/22,CCT Central Europe Series 3,['Vertigo'],HAVU (11),IKLA (16)
219,219.0,21/10/22,CCT South Europe Series 1,['Inferno'],Tricked (16),Endpoint (9)
220,220.0,21/10/22,CCT South Europe Series 1,['Overpass'],Endpoint (9),Tricked (16)
221,221.0,21/10/22,CCT South Europe Series 1,['Mirage'],Tricked (16),Endpoint (19)
222,222.0,21/10/22,CCT Central Europe Series 3,['Vertigo'],Young Ninjas (16),SC (4)
223,223.0,21/10/22,CCT Central Europe Series 3,['Nuke'],SC (14),Young Ninjas (16)
224,224.0,21/10/22,CCT Central Europe Series 3,['Dust2'],Young Ninjas (5),SC (16)
225,225.0,22/10/22,CCT North Europe Series 1,['Nuke'],1WIN (28),Into the Breach (31)
226,226.0,22/10/22,ESL Proximus Benelux Season 14 Finals,['Ancient'],EC Brugge (16),LowLandLions (8)
227,227.0,22/10/22,CBCS Elite League 2022 Season 2,['Nuke'],Meta BR (13),ARCTIC (16)
228,228.0,22/10/22,BLAST Premier Fall Showdown 2022 North America,['Mirage'],VERTEX (12),00NATION (16)
229,229.0,22/10/22,BLAST Premier Fall Showdown 2022 North America,['Nuke'],00NATION (16),VERTEX (11)
230,230.0,21/10/22,CBCS Elite League 2022 Season 2,['Nuke'],Corinthians (8),INTZ (16)
231,231.0,21/10/22,CBCS Elite League 2022 Season 2,['Mirage'],SWS (14),MOB (16)
232,232.0,21/10/22,BLAST Premier Fall Showdown 2022 North America,['Nuke'],Evil Geniuses (8),Fluxo (16)
233,233.0,21/10/22,BLAST Premier Fall Showdown 2022 North America,['Mirage'],Fluxo (11),Evil Geniuses (16)
234,234.0,21/10/22,BLAST Premier Fall Showdown 2022 North America,['Dust2'],Fluxo (19),Evil Geniuses (17)
235,235.0,21/10/22,CBCS Elite League 2022 Season 2,['Nuke'],ODDIK (16),LyP (11)
236,236.0,21/10/22,CCT South Europe Series 1,['Nuke'],ex-SKADE (5),Spirit (16)
237,237.0,21/10/22,CCT South Europe Series 1,['Dust2'],Spirit (19),ex-SKADE (17)
238,238.0,21/10/22,CCT North Europe Series 1,['Nuke'],Copenhagen Flames (16),K23 (3)
239,239.0,21/10/22,CCT North Europe Series 1,['Ancient'],K23 (10),Copenhagen Flames (16)
240,240.0,21/10/22,CCT North Europe Series 1,['Dust2'],Copenhagen Flames (14),K23 (16)
241,241.0,21/10/22,BLAST Premier Fall Showdown 2022 Europe,['Inferno'],Vitality (8),Astralis (16)
242,242.0,21/10/22,BLAST Premier Fall Showdown 2022 Europe,['Dust2'],Astralis (16),Vitality (9)
243,243.0,21/10/22,BLAST Premier Fall Showdown 2022 Europe,['Nuke'],Vitality (16),Astralis (12)
244,244.0,21/10/22,ESL Challenger League Season 42 Asia-Pacific,['Mirage'],NKT (21),IHC (25)
245,245.0,21/10/22,ESL Challenger League Season 42 Asia-Pacific,['Ancient'],NKT (16),IHC (11)
246,246.0,21/10/22,ESL Challenger League Season 42 Asia-Pacific,['Inferno'],IHC (16),NKT (14)
247,247.0,21/10/22,CCT North Europe Series 1,['Dust2'],Nemiga (13),SAW (16)
248,248.0,21/10/22,CCT North Europe Series 1,['Inferno'],SAW (7),Nemiga (16)
249,249.0,21/10/22,CCT North Europe Series 1,['Nuke'],Nemiga (9),SAW (16)
250,250.0,21/10/22,CCT Central Europe Series 3,['Ancient'],AGO (16),Into the Breach (14)
251,251.0,21/10/22,CCT Central Europe Series 3,['Overpass'],AGO (16),Into the Breach (6)
252,252.0,21/10/22,CCT Central Europe Series 3,['Inferno'],Into the Breach (16),AGO (10)
253,253.0,21/10/22,CCT South Europe Series 1,['Mirage'],Sangal (16),Monte (19)
254,254.0,21/10/22,CCT South Europe Series 1,['Ancient'],Monte (16),Sangal (6)
255,255.0,21/10/22,ESL Challenger League Season 42 North America,['Nuke'],Nouns (16),MIBR (11)
256,256.0,21/10/22,CBCS Elite League 2022 Season 2,['Ancient'],SWS (12),ODDIK (16)
257,257.0,20/10/22,BLAST Premier Fall Showdown 2022 North America,['Dust2'],TeamOne (11),MIBR (16)
258,258.0,20/10/22,BLAST Premier Fall Showdown 2022 North America,['Nuke'],TeamOne (13),MIBR (16)
259,259.0,20/10/22,BLAST Premier Fall Showdown 2022 North America,['Overpass'],MIBR (10),TeamOne (16)
260,260.0,20/10/22,CBCS Elite League 2022 Season 2,['Dust2'],MOB (16),AJF (12)
261,261.0,20/10/22,CBCS Elite League 2022 Season 2,['Ancient'],The Union (16),Stars Horizon (8)
262,262.0,20/10/22,CBCS Elite League 2022 Season 2,['Inferno'],INTZ (16),Rehl (19)
263,263.0,20/10/22,CCT South Europe Series 1,['Overpass'],forZe (25),IKLA (21)
264,264.0,20/10/22,CCT South Europe Series 1,['Inferno'],forZe (16),IKLA (11)
265,265.0,20/10/22,CCT South Europe Series 1,['Dust2'],IKLA (16),forZe (8)
266,266.0,20/10/22,ESL Challenger League Season 42 Europe,['Overpass'],BLUEJAYS (16),1WIN (13)
267,267.0,20/10/22,ESL Challenger League Season 42 Europe,['Vertigo'],BLUEJAYS (12),1WIN (16)
268,268.0,20/10/22,ESL Challenger League Season 42 Europe,['Mirage'],1WIN (9),BLUEJAYS (16)
269,269.0,20/10/22,CCT Central Europe Series 3,['Overpass'],SINNERS (16),Wolsung (4)
270,270.0,20/10/22,CCT Central Europe Series 3,['Mirage'],Wolsung (9),SINNERS (16)
271,271.0,20/10/22,CCT South Europe Series 1,['Ancient'],Entropiq (14),Copenhagen Flames (16)
272,272.0,20/10/22,CCT South Europe Series 1,['Overpass'],Copenhagen Flames (19),Entropiq (15)
