,Unnamed: 0,team,points,players,date_start
590,590.0,['Nut-E'],['(4 points)'],"['mega2f', 'cl0ver', 'Mr Shark', 'supar', 'Velocity']",17/10/2022
591,591.0,['Warriors'],['(4 points)'],"['ObZen', 'Prodigy', 'kyson', 'callum_murray', 'Drox']",17/10/2022
592,592.0,['Frontier'],['(3 points)'],"['shrine', 'Sicarius', 'risen', 'svet']",17/10/2022
593,593.0,['Elemental'],['(1 points)'],"['Reapz', 'isa1ah', 'roryyytrc', 'Word', 'chief']",17/10/2022
594,594.0,['CAMO'],['(1 points)'],"['PeetyG', 'NikkeZ', 'bogeymanh', 'Kobe', 'CyanideJr']",17/10/2022
595,595.0,['Liquid'],['(697 points)'],"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']",17/10/2022
596,596.0,['Nouns'],['(34 points)'],"['JazzPimp', 'cynic', 'Bwills', 'cxzi', 'jeorgesnorts']",17/10/2022
597,597.0,['EG White'],['(29 points)'],"['djay', 'Jonji', 'ben1337', 'PwnAlone', 'viz']",17/10/2022
598,598.0,['EG Black'],['(22 points)'],"['RUSH', 'stanislaw', 'Walco', 'wiz', 'chop']",17/10/2022
599,599.0,['Iron Blood'],['(21 points)'],"['droid', 'shane', 'dare', 'snav', 'intra']",17/10/2022
600,600.0,['Vendetta'],['(17 points)'],"['Momo', 'consti', 'WOOHOO', 'Tender', 'Pluto']",17/10/2022
601,601.0,['Victorum'],['(13 points)'],"['SolGoat', 'AtomiK', 'Slugy', 'Drew', 'Izik']",17/10/2022
602,602.0,['Davenport University'],['(12 points)'],"['swicher', 'CoJoMo', 'Pugg', 'spek', 'corn']",17/10/2022
603,603.0,['X13'],['(11 points)'],"['seziwana', 'Feral', 'Andrew', 'Austin', 'Gonzo']",17/10/2022
604,604.0,['Mythic'],['(10 points)'],"['freakazoid', 'fl0m', 'tweiss', 'Cooper', 'hate']",17/10/2022
605,605.0,['Kari'],['(10 points)'],"['Cryptic', 'freshie', 'JTMythic', 'niise', 'Florence']",17/10/2022
606,606.0,['Magic School Bus'],['(10 points)'],"['Slash', 'VulcaN', 'cypress', 'FAME', 'Swqft']",17/10/2022
607,607.0,['Villainous'],['(10 points)'],"['shutout', 'Alvin', 'omniscient', 'tatm', 'zebra']",17/10/2022
608,608.0,['Take Flyte'],['(8 points)'],"['zander', 'Umar', 'farg', 'Penguin', 'Grizz']",17/10/2022
609,609.0,['Red Wolves'],['(7 points)'],"['Fatality', 'sam', 'K4mr0', 'Shawta', 'Locke']",17/10/2022
610,610.0,['Brazen'],['(7 points)'],"['RZU', 'Danejoris', 'grape', 'Fr3nk1e', 'Pol0']",17/10/2022
611,611.0,['Task Force 141'],['(7 points)'],"['Wolffe', 'LEARSI', 'landmaz', 'jermanji']",17/10/2022
612,612.0,['Unjustified'],['(7 points)'],"['Just2EZ', 'tENSKI', 'micro', 'Cyrix', 'jsfeltner']",17/10/2022
613,613.0,['Limitless'],['(6 points)'],"['stamina', 'Makzwell', 'scar', 'kmrn', 'JBa']",17/10/2022
614,614.0,['Vireo.pro'],['(6 points)'],"['Champ', 'nguyen', 'Grave', 'emokie', 'cbass']",17/10/2022
615,615.0,['Snakes Den'],['(6 points)'],"['ChwE', 'DJF', 'Pr0mise', 'Reason', 'Pat_']",17/10/2022
616,616.0,['REIGN'],['(6 points)'],"['jchancE', 'Gabe', 'Fugi', 'xaler', 'mds']",17/10/2022
617,617.0,['Earlybirds'],['(5 points)'],"['insane', 'AJaxz', 'doltn', 'xCAPE', 'g0ne']",17/10/2022
618,618.0,['DU Black'],['(4 points)'],"['arcade', 'tactile', 'BeBO', 'N07', 'RiFT']",17/10/2022
619,619.0,['Touch Point'],['(3 points)'],"['gir', 'Livid', 'Drewtheshrew', 'PoseidoNN', 'Beastman']",17/10/2022
620,620.0,['LAG'],['(2 points)'],"['GRAHAM', 'taiwi', 'garret', 'garfield']",17/10/2022
621,621.0,['All Gas No Brakes'],['(1 points)'],"['Stx', 'davd', 'febreeze']",17/10/2022
622,622.0,['EG Gold'],['(0 points)'],"['milk', 'Jesscas', 'garden', 'PiggyKiki', 'empathy']",17/10/2022
623,623.0,['Isurus'],['(39 points)'],"['Noktse', 'reversive', 'meyern', 'deco', 'luchov']",17/10/2022
624,624.0,['WINDINGO'],['(9 points)'],"['DILLION1', 'restikk', 'PREDI', 'FRANAR', 'bichop']",17/10/2022
625,625.0,['MOB'],['(9 points)'],"['NikoM', 'tom1jed', 'nacho', 'atarax1a', 'abizz']",17/10/2022
626,626.0,['Ape Gang'],['(7 points)'],"['christo', 'Yokowow', 'pavv', 'andizin', 'tomaszin']",17/10/2022
627,627.0,['Furious'],['(5 points)'],"['Andrew', 'peqexino', 'KAISER', 'laser', 'ABM']",17/10/2022
628,628.0,['FUSION'],['(5 points)'],"['KUN', 'BK1', '182', 'naz']",17/10/2022
629,629.0,['9z Academy'],['(5 points)'],"['juaniv', 'relentless', 'FURQE', 'ivz', 'HUASOPEEK']",17/10/2022
630,630.0,['River Plate'],['(4 points)'],"['maxxkor', 'guishu', 'aw0kenn', 'gon']",17/10/2022
631,631.0,['FURIA'],['(355 points)'],"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']",17/10/2022
632,632.0,['Imperial'],['(161 points)'],"['FalleN', 'fer', 'boltz', 'chelo', 'VINI']",17/10/2022
633,633.0,['paiN'],['(143 points)'],"['PKL', 'hardzao', 'biguzera', 'skullz', 'zevy']",17/10/2022
634,634.0,['00NATION'],['(95 points)'],"['coldzera', 'TACO', 'dumau', 'latto', 'try']",17/10/2022
635,635.0,['MIBR'],['(87 points)'],"['HEN1', 'exit', 'Tuurtle', 'JOTA', 'brnz4n']",17/10/2022
636,636.0,['TeamOne'],['(59 points)'],"['Maluk3', 'iDk', 'trk', 'malbsMd', 'pesadelo']",17/10/2022
637,637.0,['Fluxo'],['(50 points)'],"['felps', 'WOOD7', 'vsm', 'Lucaozy', 'lux']",17/10/2022
638,638.0,['O PLANO'],['(26 points)'],"['kNgV-', 'NEKIZ', 'yel', 'caike', 'piriaz1n']",17/10/2022
639,639.0,['ARCTIC'],['(21 points)'],"['ponter', 'MaLLby', 'ninjaZ', 'short', 'history']",17/10/2022
640,640.0,['Sojoga'],['(18 points)'],"['land1n', 'dzt', 'prt', 'mawth', 'tatazin']",17/10/2022
641,641.0,['Paquetá'],['(14 points)'],"['DeStiNy', 'ALLE', 'xns', 'Gafolo', 'venomzera']",17/10/2022
642,642.0,['ODDIK'],['(10 points)'],"['remix', 'naitte', 'vLa', 'RICIOLI', 'r1see']",17/10/2022
643,643.0,['Daotsu'],['(9 points)'],"['Demonos', 'r4ul', 'detr0ittJ', 'voltera', 'fREQ']",17/10/2022
644,644.0,['Sharks'],['(7 points)'],"['jnt', 'drg', 'n1ssim', 'chay', 'togs']",17/10/2022
645,645.0,['The Union'],['(7 points)'],"['DANVIET', 'roz', 'Lcm', 'gbb']",17/10/2022
646,646.0,['FURIA Academy'],['(7 points)'],"['zmb', 'kauez', 'decenty', 'Bruninho', 'koala']",17/10/2022
647,647.0,['Corinthians'],['(7 points)'],"['zqkS', 'SHOOWTiME', 'delboNi']",17/10/2022
648,648.0,['Meta BR'],['(6 points)'],"['abr', 'CutzMeretz', 'Alisson']",17/10/2022
649,649.0,['MIBR Academy'],['(4 points)'],"['card', 'lub', 'beg0d', 'insani', 'spinnie']",17/10/2022
650,650.0,['Rehl'],['(4 points)'],"['BRNZ1K', 'DebornY', 'kurg4n', 'phx', 'gh']",17/10/2022
651,651.0,['Redragon'],['(4 points)'],"['fp1', 'fbz', 'Timothyo', 'souz4h']",17/10/2022
652,652.0,['Case'],['(3 points)'],"['steel', 'leo_drk', 'RCF', 'yepz', 'honda']",17/10/2022
653,653.0,['Liberty'],['(3 points)'],"['brokeN', 'mtsGOD', 'rdnzao', 'Lich', 'nyezin']",17/10/2022
654,654.0,['B4 Academy'],['(3 points)'],"['ksloks', 'luiz9ra', 'MTGG', 'lcf', 'ritz']",17/10/2022
655,655.0,['Los Grandes Academy'],['(3 points)'],"['mAThx', 'puni', 'suNday', 'perez']",17/10/2022
656,656.0,['Corinthians Academy'],['(3 points)'],"['will1zera', 'bnc', 'tkl', 'fetixe', 'cerolzin']",17/10/2022
657,657.0,['SWS'],['(2 points)'],"['lineko', 'stainzin', 'bsd', 'CSO', 'mxa']",17/10/2022
658,658.0,['B4 fe'],['(2 points)'],"['goddess', 'julih', 'nani', 'poppins', 'yungher']",17/10/2022
659,659.0,['Los Grandes'],['(2 points)'],"['KHTEX', 'shz', 'vinaabEAST']",17/10/2022
660,660.0,['Black Dragons fe'],['(1 points)'],"['cAmyy', 'Le', 'annaEX', 's1non', 'Babs']",17/10/2022
661,661.0,['ex-SKADE'],['(24 points)'],"['dream3r', 'SHiPZ', 'dennyslaw', 'Rainwaker']",17/10/2022
662,662.0,['NeedDOCTOR'],['(12 points)'],"['niki1', 'blocker', 'Patrick', 'Duplicate', 'mkay']",17/10/2022
663,663.0,['Beyond Possible'],['(7 points)'],"['Rock1nG', 'SPELLAN', 'SAIKY', 'rafftu', 'viltrex']",17/10/2022
664,664.0,['ECLOT'],['(31 points)'],"['Valencio', 'K1-FiDa', 'capseN', 'nbqq', 'Dytor']",17/10/2022
665,665.0,['SINNERS'],['(25 points)'],"['Zero', 'ZEDKO', 'beastik', 'SHOCK', 'forsyy']",17/10/2022
666,666.0,['eSuba'],['(20 points)'],"['Pechyn', 'luko', 'Blogg1s', 'Levi', 'M1key']",17/10/2022
667,667.0,['Entropiq Prague'],['(13 points)'],"['AJTT', 'leckr', 'sesL', 'MoriiSko', 'xicoz']",17/10/2022
668,668.0,['Cryptova'],['(9 points)'],"['zyored', 'MAXX', 'kinzo', 'bery', 'PR']",17/10/2022
669,669.0,['Heroic'],['(352 points)'],"['cadiaN', 'stavn', 'TeSeS', 'sjuush', 'jabbi']",17/10/2022
670,670.0,['Astralis'],['(198 points)'],"['Xyp9x', 'gla1ve', 'Farlig', 'blameF', 'MistR']",17/10/2022
671,671.0,['Sprout'],['(91 points)'],"['refrezh', 'slaxz-', 'Zyphon', 'Staehr', 'lauNX']",17/10/2022
672,672.0,['ECSTATIC'],['(32 points)'],"['Queenix', 'maNkz', 'Cabbi', 'brzer', 'kraghen']",17/10/2022
673,673.0,['Tricked'],['(27 points)'],"['kiR', 'kwezz', 'Lucky', 'IceBerg', 'PR1mE']",17/10/2022
674,674.0,['MASONIC'],['(24 points)'],"['notaN', 'Tauson', 'J3nsyy', 'Anlelele', 'Buzz']",17/10/2022
675,675.0,['Copenhagen Flames'],['(18 points)'],"['raalz', 'b0RUP', 'TMB', 'birdfromsky', 'regali']",17/10/2022
676,676.0,['Astralis Talent'],['(17 points)'],"['Kristou', 'Patti', 'Altekz', 'br0', 'jarko']",17/10/2022
677,677.0,['Atlantic'],['(12 points)'],"['NoProblemGuy', 'kroK', 'salazar', 'oJay', 'Zanto']",17/10/2022
678,678.0,['Sashi'],['(12 points)'],"['alexsomfan', 'Ryxxo', 'vester', 'Ming0']",17/10/2022
679,679.0,['CEPTER'],['(12 points)'],"['smF', 'mupzG', 'Basso', 'Twinx', 'Gnøffe']",17/10/2022
680,680.0,['Flames Ascent'],['(7 points)'],"['FeZ', 'buNNy', 'Speedy', 'Hansi', 'Inspire']",17/10/2022
681,681.0,['Brøndby'],['(7 points)'],"['mad0', 'f1skereN', 'foam', 'nut nut', 'Dengzoe']",17/10/2022
682,682.0,['struggletony'],['(4 points)'],"['holzt', 'tmL', 'VigzZ', 'CeyL', 'wAGNR']",17/10/2022
683,683.0,['Flames Shieldmaidens'],['(0 points)'],"['Qiyarah', 'Nayomy', 'josefine', 'ramziiN', 'nayay']",17/10/2022
684,684.0,['HAVU'],['(16 points)'],"['zehN', 'Aerial', 'xseveN', 'doto', 'spargo']",17/10/2022
685,685.0,['ENCE Academy'],['(9 points)'],"['S1rva', 'HENU', 'juissi', 'myltsi', 'podi']",17/10/2022
686,686.0,['JANO'],['(5 points)'],"['allu', 'ZOREE', 'sLowi', 'arvid', 'ottob']",17/10/2022
687,687.0,['KOVA'],['(5 points)'],"['uli', 'ottoNd', 'zks', 'Sm1llee', 'Airax']",17/10/2022
688,688.0,['Conquer'],['(1 points)'],"['eDi', 'Elfern', 'Choco', 'LYNXi', 'Jelo']",17/10/2022
689,689.0,['HEET'],['(79 points)'],"['JACKZ', 'bodyy', 'Djoko', 'Ex3rcice', 'afro']",17/10/2022
690,690.0,['Falcons'],['(51 points)'],"['NBK-', 'hAdji', 'Maka', 'misutaaa', 'Python']",17/10/2022
691,691.0,['LDLC'],['(18 points)'],"['AMANEK', 'Diviiii', 'Snobling', 'Graviti', 'Brooxsy']",17/10/2022
692,692.0,['GenOne'],['(12 points)'],"['SIXER', 'wasiNk', 'jeyN', 'Nono2K', 'NeOo']",17/10/2022
693,693.0,['Ambush'],['(5 points)'],"['devoduvek', 'Gringo', 'SoneSb']",17/10/2022
694,694.0,['Exalty'],['(1 points)'],"['xerus', 'POWELS', 'vARKA']",17/10/2022
695,695.0,['BIG'],['(198 points)'],"['tabseN', 'syrsoN', 'k1to', 'faveN', 'Krimbo']",17/10/2022
696,696.0,['BIG Academy'],['(21 points)'],"['prosus', 's1n', 'skyye', 'Aqua', 'hyped']",17/10/2022
697,697.0,['ALTERNATE aTTaX'],['(14 points)'],"['PerX', 'awzek', 'pdy', 'PANIX', 'FreeZe']",17/10/2022
698,698.0,['SNOGARD Dragons'],['(4 points)'],"['ND', 'glaVed', 'NIKZEj', 'LapeX', 'pr1metapz']",17/10/2022
699,699.0,['ONYX Talents'],['(3 points)'],"['Askan', 'ArroW', 'NoRules', 'MoJo', 'SnacKZ1']",17/10/2022
700,700.0,['cowana'],['(2 points)'],"['Spiidi', 'denis', 'stfN', 'kolor', 'Thomas']",17/10/2022
701,701.0,['SSP'],['(1 points)'],"['farmaG', 'Orbit', 'Sw1ft', 'Spexy', 'Cl34v3rs']",17/10/2022
702,702.0,['Bad News Eagles'],['(105 points)'],"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']",17/10/2022
703,703.0,['X'],['(8 points)'],"['gejmzilla', 'cerber', 'deb0', 'arbnorz', 'v1w']",17/10/2022
704,704.0,['Illyrians'],['(7 points)'],"['HYPERI1', 'connex', 'ammar', 'Dinsanety', 'fenrir']",17/10/2022
705,705.0,['BLINK'],['(6 points)'],"['gulito', 'vAloN', 'BledarD', 'Caleyy', 'krabeni']",17/10/2022
706,706.0,['SKADE X'],['(9 points)'],"['truth', 'Marcelious', 'Jimbo', 'Grus', 'LaX']",17/10/2022
707,707.0,['777'],['(9 points)'],"['akez', 'H4RR3', 'mikki', 'SLY', 'Trax']",17/10/2022
708,708.0,['Apeks Rebels'],['(2 points)'],"['sense', 'vhw', 'berzerk', 'Brave', 'Tapewaare']",17/10/2022
709,709.0,['Illuminar'],['(27 points)'],"['reatz', 'morelz', 'EXUS', 'TOAO', 'mASKED']",17/10/2022
710,710.0,['HONORIS'],['(21 points)'],"['TaZ', 'reiko', 'Sobol', 'Grashog', 'SaMey']",17/10/2022
711,711.0,['PALOMA'],['(19 points)'],"['iso', 'casey', 'Layner', 'olimp', 'sNx']",17/10/2022
712,712.0,['los kogutos'],['(17 points)'],"['Enzo', 'darchevile', 'kRaSnaL', 'tomiko', 'maaryy']",17/10/2022
713,713.0,['AGO'],['(16 points)'],"['Furlan', 'leman', 'snatchie', 'phr', 'jedqr']",17/10/2022
714,714.0,['PACT'],['(12 points)'],"['lunAtic', 'azizz', 'fr3nd', 'bnox', 'b1elany']",17/10/2022
715,715.0,['9INE'],['(12 points)'],"['SZPERO', 'mynio', 'Goofy', 'KEi', 'Kylar']",17/10/2022
716,716.0,['Anonymo'],['(10 points)'],"['innocent', 'oskarish', 'Vegi', 'Demho']",17/10/2022
717,717.0,['AVEZ'],['(8 points)'],"['next1me', 'xenq', 'bonjorno', 'cej0t', 'moonwalk']",17/10/2022
718,718.0,['UNGENTIUM'],['(6 points)'],"['GruBy', 'Sidney', 'm4tthi', 'Prism']",17/10/2022
719,719.0,['PGE Turow'],['(5 points)'],"['darko', 'baljs', 'gRuChA', 'noise', 'kadziu']",17/10/2022
720,720.0,['ThunderFlash'],['(4 points)'],"['swiz', 'maku', 'pawkoem', 'asran', 'Mride']",17/10/2022
721,721.0,['LODIS'],['(4 points)'],"['freo', 'Qlocuu', 'POLO', 'nestee', 'virtuoso']",17/10/2022
722,722.0,['yologang420'],['(2 points)'],"['jcobbb', 'sEIS', 'Melavi', 'BNK', 'Pelle']",17/10/2022
723,723.0,['SAW'],['(37 points)'],"['MUTiRiS', 'rmn', 'JUST', 'story', 'ewjerkz']",17/10/2022
724,724.0,['FTW'],['(20 points)'],"['stadodo', 'DDias', 'arrozdoce', 'suka', 'Ag1l']",17/10/2022
725,725.0,['Fourteen'],['(4 points)'],"['fox', 'RIZZZ', 'BLOODZ', 'pr', 'shellzi']",17/10/2022
726,726.0,['OneTap'],['(12 points)'],"['GEOHYPE', 'Ciocardau', 'smekk-', 'swiiffter', 'MoDo']",17/10/2022
727,727.0,['Nexus'],['(9 points)'],"['BTN', 'SEMINTE', 'XELLOW', 'ragga']",17/10/2022
728,728.0,['allStars'],['(6 points)'],"['hugilago', 'ADRON', 'RENNE', 'l0rd-dll', 'aNdu']",17/10/2022
729,729.0,['Infinite'],['(5 points)'],"['CHANKY', 'zewts', 'mhN1', 'Ed1m', 'zrkk']",17/10/2022
730,730.0,['Nexus Academy'],['(2 points)'],"['JookerBB', '7kick', 'ReuS', 'fnl']",17/10/2022
731,731.0,['Ninjas in Pyjamas'],['(334 points)'],"['es3tag', 'REZ', 'hampus', 'Aleksib', 'Brollan']",17/10/2022
732,732.0,['EYEBALLERS'],['(16 points)'],"['flusha', 'JW', 'Sapec', 'SHiNE', 'Svedjehed']",17/10/2022
733,733.0,['Young Ninjas'],['(14 points)'],"['ztr', 'eraa', 'nilo', 'adamb', 'maxster']",17/10/2022
734,734.0,['PROSPECTS'],['(13 points)'],"['AlekS', 'FRANSSON', 'spooke', 'hype', 'bobeksde']",17/10/2022
735,735.0,['Lilmix'],['(10 points)'],"['quix', 'robiin', 'Jackinho', 'hns', 'bq']",17/10/2022
736,736.0,['Hotspurs'],['(7 points)'],"['magi', 'flaw', 'MistFire', 'nomiss']",17/10/2022
737,737.0,['Kappa Bar'],['(3 points)'],"['Bååten', 'HugoXD', 'zen', 'dezon', 'pupcake']",17/10/2022
738,738.0,['Into the Breach'],['(23 points)'],"['draken', 'RuStY', 'Adam9130', 'CYPHER', 'dobbo']",17/10/2022
739,739.0,['Temperate'],['(10 points)'],"['eMy', 'mrhui', 'fluFFs', 'ReegaN', 'MMS']",17/10/2022
740,740.0,['ROYALS'],['(8 points)'],"['Swaggy', 'entz', 'Dutchy']",17/10/2022
741,741.0,['SOS'],['(8 points)'],"['Ping', 'arTisT', 'Girafffe', 'rud', 'Gizmy']",17/10/2022
742,742.0,['1PIN'],['(8 points)'],"['shyyne', 'leaf', 'Krs7N', 'dox', 'AZUWU']",17/10/2022
743,743.0,['BLVKHVND'],['(8 points)'],"['Zulu', 'Frazehh', 'Tadpole', 'Extinct', 'JAUSTERE']",17/10/2022
744,744.0,['7AM'],['(5 points)'],"['1Knas', 'LVN', 'Vacancy', 'yz0', 'zyyx']",17/10/2022
745,745.0,['Legates'],['(1 points)'],"['Atrox', 'Rayman', 'DagThePimple', 'Bigun007', 'K6y']",17/10/2022
746,746.0,['Cloud9'],['(538 points)'],"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']",17/10/2022
747,747.0,['Outsiders'],['(390 points)'],"['FL1T', 'Qikert', 'Jame', 'n0rb3r7', 'fame']",17/10/2022
748,748.0,['Spirit'],['(305 points)'],"['chopper', 'magixx', 's1ren', 'Patsi', 'w0nderful']",17/10/2022
749,749.0,['1WIN'],['(69 points)'],"['flamie', 'lollipop21k', 'TRAVIS', 'glowiing', 'deko']",17/10/2022
750,750.0,['forZe'],['(56 points)'],"['Jerry', 'zorte', 'shalfey']",17/10/2022
751,751.0,['Entropiq'],['(52 points)'],"['mir', 'NickelBack', 'Krad', 'Forester']",17/10/2022
752,752.0,['K23'],['(39 points)'],"['clax', 'xsepower', 'FinigaN', 'X5G7V', 'Raijin']",17/10/2022
753,753.0,['Aurora'],['(26 points)'],"['Lack1', 'RAiLWAY', 'sugaR', 'KaiR0N-', 'delus1onn']",17/10/2022
754,754.0,['TAG'],['(17 points)'],"['SELLTER', 'Get_Jeka', 'faydett', 'FpSSS', 'Synyx']",17/10/2022
755,755.0,['9 Pandas'],['(13 points)'],"['seized', 'Porya', 'd1Ledez', 'p1ty', 'TruNiQ']",17/10/2022
756,756.0,['HOTU'],['(12 points)'],"['Ruler', 'mizu', 'gokushima', 'swiftsteel', 'casE']",17/10/2022
757,757.0,['Forward'],['(12 points)'],"['Dosia', 'mou', 'ProbLeM', 'JIaYm', 'xiELO']",17/10/2022
758,758.0,['163ON'],['(9 points)'],"['YumsaN', 'FL4MUS', 'sstiNiX', 'sh1ne', 'riskyb0b']",17/10/2022
759,759.0,['LF0'],['(7 points)'],"['SP1NT', 'lesswill', 'HUckLer', 'JACKPOT', 'eightz999']",17/10/2022
760,760.0,['Websterz'],['(5 points)'],"['killmatic', 'dukefissura', 'Re1GN', 'Magnojez']",17/10/2022
761,761.0,['xDDDD'],['(5 points)'],"['PASHANOJ', 'voidex', 'Polt', 'shg', 'ViRESUS']",17/10/2022
762,762.0,['VP.Prodigy'],['(4 points)'],"['latt1kk', 'r3salt', 'cheerful', 'lom1k', 'fen2k']",17/10/2022
763,763.0,['MostValuablePlayers'],['(2 points)'],"['f6tal', 'Allurin', 'Potya', 'aimamama', 'manka']",17/10/2022
764,764.0,['Nigma Galaxy'],['(1 points)'],"['vilga', 'ANa', 'tory', 'twenty3', 'Kat']",17/10/2022
765,765.0,['Natus Vincere'],['(629 points)'],"['s1mple', 'electroNic', 'sdy', 'Perfecto', 'b1t']",17/10/2022
766,766.0,['B8'],['(37 points)'],"['cptkurtka023', 'amster', 'alex666', 'Hkta', 'r1nkle']",17/10/2022
767,767.0,['IKLA'],['(20 points)'],"['SENSEi', 'byr9', 's4ltovsk1yy', 'j3kie', 'Kvem']",17/10/2022
768,768.0,['NAVI Junior'],['(11 points)'],"['Dem0N', 'froz1k', 'UNBR0KEN', 'nipl', 'rendY']",17/10/2022
769,769.0,['Spirit Academy'],['(8 points)'],"['OWNER', 'zont1x', 'donk', 'ArtFr0st', 'baaaaZzz']",17/10/2022
770,770.0,['LeeK'],['(6 points)'],"['AiyvaN', 'kenzor', 'MERL', 'regi57ar', 'yaph']",17/10/2022
771,771.0,['Wings Up'],['(55 points)'],"['gas', 'lan', 'B1NGO', 'Martin', 'ChildKing']",17/10/2022
772,772.0,['Rare Atom'],['(22 points)'],"['advent', 'Kaze', 'JamYoung', 'Mercury', 'Moseyuh']",17/10/2022
773,773.0,['Lynn Vision'],['(13 points)'],"['expro', 'Westmelon', 'z4kr', 'Starry', 'Nelly']",17/10/2022
774,774.0,['TYLOO'],['(5 points)'],"['Summer', 'Freeman', 'SLOWLY', 'DANK1NG', 'aristo']",17/10/2022
775,775.0,['DNA'],['(1 points)'],"['k1', 'KenZ', 'ch1py', '0K1N', 'Project90']",17/10/2022
776,776.0,['IHC'],['(42 points)'],"['kabal', 'sk0R', 'Annihilation', 'bLitz', 'Techno']",17/10/2022
777,777.0,['NKT'],['(7 points)'],"['XigN', 'dobu', 'Kntz', 'erkaSt', 'nin9']",17/10/2022
778,778.0,['ARAVT'],['(5 points)'],"['tamir', 'shinobi', 'controlez', 'fury5k', 'HiHi']",17/10/2022
779,779.0,['TheMongolz'],['(2 points)'],"['Tsogoo', 'ncl', 'PRISM', 'yAmi', 'Senzu']",17/10/2022
780,780.0,['Grayhound'],['(46 points)'],"['Sico', 'Liazz', 'aliStair', 'INS', 'Vexite']",17/10/2022
781,781.0,['VERTEX'],['(20 points)'],"['malta', 'BRACE', 'pz', 'ADDICT', 'Forleks']",17/10/2022
782,782.0,['Encore'],['(11 points)'],"['AZR', 'Gratisfaction', 'sterling', 'hazr', 'SaVage']",17/10/2022
783,783.0,['DGG'],['(9 points)'],"['HUGHMUNGUS', 'apocdud', 'zeph', 'yourwombat', 'gump']",17/10/2022
784,784.0,['Rooster'],['(7 points)'],"['dangeR', 'chelleos', 'asap', 'viridian', 'TjP']",17/10/2022
785,785.0,"[""God's Work""]",['(5 points)'],"['SWANKY', 'nibke', 'slipary', 'Froz', 'rzar']",17/10/2022
786,786.0,['Antic'],['(5 points)'],"['Jinxx', 'SkulL', 'rekonz', 'damyo', 'N1ghtraid']",17/10/2022
787,787.0,['Dynasty'],['(4 points)'],"['Rhyu', 'TRIPLUS', 'AWorks', 'Poccket', 'Coxy']",17/10/2022
788,788.0,['Nut-E'],['(4 points)'],"['mega2f', 'cl0ver', 'Mr Shark', 'supar', 'Velocity']",17/10/2022
789,789.0,['Warriors'],['(4 points)'],"['ObZen', 'Prodigy', 'kyson', 'callum_murray', 'Drox']",17/10/2022
790,790.0,['Frontier'],['(3 points)'],"['shrine', 'Sicarius', 'risen', 'svet']",17/10/2022
791,791.0,['Elemental'],['(1 points)'],"['Reapz', 'isa1ah', 'roryyytrc', 'Word', 'chief']",17/10/2022
792,792.0,['CAMO'],['(1 points)'],"['PeetyG', 'NikkeZ', 'bogeymanh', 'Kobe', 'CyanideJr']",17/10/2022
793,793.0,['Liquid'],['(670 points)'],"['nitr0', 'NAF', 'EliGE', 'oSee', 'YEKINDAR']",10/10/2022
794,794.0,['Nouns'],['(35 points)'],"['JazzPimp', 'cynic', 'Bwills', 'cxzi', 'jeorgesnorts']",10/10/2022
795,795.0,['EG White'],['(27 points)'],"['djay', 'Jonji', 'ben1337', 'PwnAlone', 'viz']",10/10/2022
796,796.0,['Iron Blood'],['(22 points)'],"['droid', 'shane', 'dare', 'snav', 'intra']",10/10/2022
797,797.0,['EG Black'],['(21 points)'],"['RUSH', 'stanislaw', 'Walco', 'wiz', 'chop']",10/10/2022
798,798.0,['BHOP'],['(19 points)'],"['brett', 'Swahn', 'aris', 'BeaKie', 'silas']",10/10/2022
799,799.0,['Vendetta'],['(17 points)'],"['Momo', 'consti', 'WOOHOO', 'Tender', 'Pluto']",10/10/2022
800,800.0,['Victorum'],['(12 points)'],"['SolGoat', 'AtomiK', 'Slugy', 'Drew', 'Izik']",10/10/2022
801,801.0,['Davenport University'],['(12 points)'],"['swicher', 'CoJoMo', 'Pugg', 'spek', 'corn']",10/10/2022
802,802.0,['X13'],['(10 points)'],"['seziwana', 'Feral', 'Andrew', 'Austin', 'Gonzo']",10/10/2022
803,803.0,['Magic School Bus'],['(10 points)'],"['Slash', 'VulcaN', 'cypress', 'FAME', 'Swqft']",10/10/2022
804,804.0,['Kari'],['(10 points)'],"['Cryptic', 'freshie', 'JTMythic', 'niise', 'Florence']",10/10/2022
805,805.0,['Brazen'],['(9 points)'],"['RZU', 'Danejoris', 'grape', 'Fr3nk1e', 'Pol0']",10/10/2022
806,806.0,['Villainous'],['(9 points)'],"['shutout', 'Alvin', 'omniscient', 'tatm', 'zebra']",10/10/2022
807,807.0,['Mythic'],['(8 points)'],"['freakazoid', 'fl0m', 'tweiss', 'Cooper', 'hate']",10/10/2022
808,808.0,['Take Flyte'],['(8 points)'],"['zander', 'Umar', 'farg', 'Penguin', 'Grizz']",10/10/2022
809,809.0,['Unjustified'],['(7 points)'],"['Just2EZ', 'tENSKI', 'micro', 'Cyrix', 'jsfeltner']",10/10/2022
810,810.0,['Task Force 141'],['(6 points)'],"['Wolffe', 'LEARSI', 'landmaz', 'jermanji']",10/10/2022
